"OFFENSE_CODE","OFFENSE_CODE_EXTENSION","OFFENSE_TYPE_ID","OFFENSE_TYPE_NAME","OFFENSE_CATEGORY_ID","OFFENSE_CATEGORY_NAME","IS_CRIME","IS_TRAFFIC"
"2609","0","fraud-by-use-of-computer","Fraud by use of computer","white-collar-crime","White Collar Crime","1","0"
"2699","0","fraud-other","Fraud - other","white-collar-crime","White Collar Crime","1","0"
"2699","1","failure-to-pay-cab-fare","Failure to pay cab, bus or rail fare","larceny","Larceny","1","0"
"2699","2","theft-of-meals","Theft of meals","larceny","Larceny","1","0"
"2699","3","theft-of-services","Theft of services","larceny","Larceny","1","0"
"2699","4","drug-fraud-to-obtain","Fraud to obtain drugs","drug-alcohol","Drug & Alcohol","1","0"
"2699","5","pawn-broker-viol","Pawn broker violation","all-other-crimes","All Other Crimes","1","0"
"2701","0","embezzle-bus-property","Embezzlement of business property","white-collar-crime","White Collar Crime","1","0"
"2799","0","theft-embezzle","Embezzlement by an employee","white-collar-crime","White Collar Crime","1","0"
"2801","0","stolen-property-sale-of","Sale of stolen property","all-other-crimes","All Other Crimes","1","0"
"2803","0","stolen-property-buy-sell-rec","Buy, sell or receive stolen property","all-other-crimes","All Other Crimes","1","0"
"2804","0","outside-steal-recovered-veh","Recovered vehicle stolen outside Denver","all-other-crimes","All Other Crimes","1","0"
